ImageName,Label
PathID:49_FigureID:487_IsCollision:0.jpg,49
PathID:52_FigureID:434_IsCollision:0.jpg,52
PathID:16_FigureID:76_IsCollision:0.jpg,16
PathID:77_FigureID:818_IsCollision:0.jpg,77
PathID:81_FigureID:426_IsCollision:0.jpg,81
PathID:37_FigureID:991_IsCollision:0.jpg,37
PathID:35_FigureID:144_IsCollision:0.jpg,35
PathID:78_FigureID:356_IsCollision:0.jpg,78
PathID:40_FigureID:657_IsCollision:0.jpg,40
PathID:6_FigureID:458_IsCollision:0.jpg,6
PathID:43_FigureID:662_IsCollision:0.jpg,43
PathID:59_FigureID:474_IsCollision:0.jpg,59
PathID:64_FigureID:721_IsCollision:0.jpg,64
PathID:58_FigureID:552_IsCollision:0.jpg,58
PathID:56_FigureID:647_IsCollision:0.jpg,56
PathID:13_FigureID:49_IsCollision:0.jpg,13
PathID:52_FigureID:203_IsCollision:0.jpg,52
PathID:88_FigureID:855_IsCollision:0.jpg,88
PathID:12_FigureID:439_IsCollision:0.jpg,12
PathID:25_FigureID:40_IsCollision:0.jpg,25
PathID:7_FigureID:199_IsCollision:0.jpg,7
PathID:67_FigureID:611_IsCollision:0.jpg,67
PathID:84_FigureID:743_IsCollision:0.jpg,84
PathID:41_FigureID:528_IsCollision:0.jpg,41
PathID:28_FigureID:426_IsCollision:0.jpg,28
PathID:48_FigureID:119_IsCollision:0.jpg,48
PathID:83_FigureID:936_IsCollision:0.jpg,83
PathID:49_FigureID:313_IsCollision:0.jpg,49
PathID:32_FigureID:776_IsCollision:0.jpg,32
PathID:33_FigureID:65_IsCollision:0.jpg,33
PathID:28_FigureID:507_IsCollision:0.jpg,28
PathID:65_FigureID:53_IsCollision:0.jpg,65
PathID:5_FigureID:503_IsCollision:0.jpg,5
PathID:27_FigureID:11_IsCollision:0.jpg,27
PathID:64_FigureID:176_IsCollision:0.jpg,64
PathID:70_FigureID:892_IsCollision:0.jpg,70
PathID:65_FigureID:785_IsCollision:0.jpg,65
PathID:28_FigureID:443_IsCollision:0.jpg,28
PathID:7_FigureID:484_IsCollision:0.jpg,7
PathID:73_FigureID:724_IsCollision:0.jpg,73
PathID:20_FigureID:867_IsCollision:0.jpg,20
PathID:71_FigureID:594_IsCollision:0.jpg,71
PathID:48_FigureID:635_IsCollision:0.jpg,48
PathID:10_FigureID:535_IsCollision:0.jpg,10
PathID:46_FigureID:740_IsCollision:0.jpg,46
PathID:83_FigureID:891_IsCollision:0.jpg,83
PathID:17_FigureID:250_IsCollision:0.jpg,17
PathID:64_FigureID:872_IsCollision:0.jpg,64
PathID:85_FigureID:644_IsCollision:0.jpg,85
PathID:70_FigureID:198_IsCollision:0.jpg,70
PathID:40_FigureID:245_IsCollision:0.jpg,40
PathID:68_FigureID:359_IsCollision:0.jpg,68
PathID:42_FigureID:44_IsCollision:0.jpg,42
PathID:87_FigureID:884_IsCollision:0.jpg,87
PathID:49_FigureID:445_IsCollision:0.jpg,49
PathID:31_FigureID:747_IsCollision:0.jpg,31
PathID:42_FigureID:408_IsCollision:0.jpg,42
PathID:0_FigureID:128_IsCollision:0.jpg,0
PathID:2_FigureID:554_IsCollision:0.jpg,2
PathID:65_FigureID:942_IsCollision:0.jpg,65
PathID:88_FigureID:853_IsCollision:0.jpg,88
PathID:30_FigureID:694_IsCollision:0.jpg,30
PathID:24_FigureID:549_IsCollision:0.jpg,24
PathID:17_FigureID:680_IsCollision:0.jpg,17
PathID:64_FigureID:892_IsCollision:0.jpg,64
PathID:42_FigureID:799_IsCollision:0.jpg,42
PathID:31_FigureID:425_IsCollision:0.jpg,31
PathID:22_FigureID:693_IsCollision:0.jpg,22
PathID:85_FigureID:344_IsCollision:0.jpg,85
PathID:61_FigureID:158_IsCollision:0.jpg,61
PathID:13_FigureID:219_IsCollision:0.jpg,13
PathID:29_FigureID:48_IsCollision:0.jpg,29
PathID:88_FigureID:739_IsCollision:0.jpg,88
PathID:79_FigureID:673_IsCollision:0.jpg,79
PathID:39_FigureID:64_IsCollision:0.jpg,39
PathID:10_FigureID:234_IsCollision:0.jpg,10
PathID:7_FigureID:469_IsCollision:0.jpg,7
PathID:2_FigureID:46_IsCollision:0.jpg,2
PathID:36_FigureID:564_IsCollision:0.jpg,36
PathID:6_FigureID:615_IsCollision:0.jpg,6
PathID:12_FigureID:94_IsCollision:0.jpg,12
PathID:56_FigureID:384_IsCollision:0.jpg,56
PathID:31_FigureID:119_IsCollision:0.jpg,31
PathID:28_FigureID:755_IsCollision:0.jpg,28
PathID:8_FigureID:451_IsCollision:0.jpg,8
PathID:66_FigureID:195_IsCollision:0.jpg,66
PathID:80_FigureID:249_IsCollision:0.jpg,80
PathID:31_FigureID:502_IsCollision:0.jpg,31
PathID:46_FigureID:519_IsCollision:0.jpg,46
PathID:12_FigureID:988_IsCollision:0.jpg,12
PathID:31_FigureID:971_IsCollision:0.jpg,31
PathID:45_FigureID:792_IsCollision:0.jpg,45
PathID:37_FigureID:643_IsCollision:0.jpg,37
PathID:55_FigureID:391_IsCollision:0.jpg,55
PathID:81_FigureID:111_IsCollision:0.jpg,81
PathID:7_FigureID:773_IsCollision:0.jpg,7
PathID:5_FigureID:149_IsCollision:0.jpg,5
PathID:62_FigureID:437_IsCollision:0.jpg,62
PathID:57_FigureID:257_IsCollision:0.jpg,57
PathID:15_FigureID:48_IsCollision:0.jpg,15
PathID:76_FigureID:486_IsCollision:0.jpg,76
PathID:87_FigureID:693_IsCollision:0.jpg,87
PathID:37_FigureID:793_IsCollision:0.jpg,37
PathID:86_FigureID:834_IsCollision:0.jpg,86
PathID:32_FigureID:994_IsCollision:0.jpg,32
PathID:8_FigureID:290_IsCollision:0.jpg,8
PathID:6_FigureID:433_IsCollision:0.jpg,6
PathID:52_FigureID:533_IsCollision:0.jpg,52
PathID:62_FigureID:773_IsCollision:0.jpg,62
PathID:28_FigureID:588_IsCollision:0.jpg,28
PathID:62_FigureID:760_IsCollision:0.jpg,62
PathID:34_FigureID:885_IsCollision:0.jpg,34
PathID:87_FigureID:849_IsCollision:0.jpg,87
PathID:24_FigureID:944_IsCollision:0.jpg,24
PathID:66_FigureID:278_IsCollision:0.jpg,66
PathID:80_FigureID:969_IsCollision:0.jpg,80
PathID:83_FigureID:576_IsCollision:0.jpg,83
PathID:2_FigureID:887_IsCollision:0.jpg,2
PathID:61_FigureID:593_IsCollision:0.jpg,61
PathID:53_FigureID:633_IsCollision:0.jpg,53
PathID:44_FigureID:865_IsCollision:0.jpg,44
PathID:87_FigureID:949_IsCollision:0.jpg,87
PathID:88_FigureID:632_IsCollision:0.jpg,88
PathID:63_FigureID:734_IsCollision:0.jpg,63
PathID:24_FigureID:523_IsCollision:0.jpg,24
PathID:48_FigureID:921_IsCollision:0.jpg,48
PathID:26_FigureID:633_IsCollision:0.jpg,26
PathID:35_FigureID:828_IsCollision:0.jpg,35
PathID:75_FigureID:876_IsCollision:0.jpg,75
PathID:22_FigureID:412_IsCollision:0.jpg,22
PathID:83_FigureID:797_IsCollision:0.jpg,83
PathID:0_FigureID:897_IsCollision:0.jpg,0
PathID:28_FigureID:239_IsCollision:0.jpg,28
PathID:34_FigureID:453_IsCollision:0.jpg,34
PathID:83_FigureID:759_IsCollision:0.jpg,83
PathID:40_FigureID:960_IsCollision:0.jpg,40
PathID:0_FigureID:123_IsCollision:0.jpg,0
PathID:19_FigureID:162_IsCollision:0.jpg,19
PathID:69_FigureID:380_IsCollision:0.jpg,69
PathID:84_FigureID:615_IsCollision:0.jpg,84
PathID:16_FigureID:674_IsCollision:0.jpg,16
PathID:35_FigureID:686_IsCollision:0.jpg,35
PathID:8_FigureID:416_IsCollision:0.jpg,8
PathID:82_FigureID:768_IsCollision:0.jpg,82
PathID:84_FigureID:294_IsCollision:0.jpg,84
PathID:85_FigureID:847_IsCollision:0.jpg,85
PathID:41_FigureID:673_IsCollision:0.jpg,41
PathID:42_FigureID:983_IsCollision:0.jpg,42
PathID:68_FigureID:683_IsCollision:0.jpg,68
PathID:65_FigureID:882_IsCollision:0.jpg,65
PathID:17_FigureID:147_IsCollision:0.jpg,17
PathID:47_FigureID:415_IsCollision:0.jpg,47
PathID:40_FigureID:907_IsCollision:0.jpg,40
PathID:65_FigureID:846_IsCollision:0.jpg,65
PathID:86_FigureID:954_IsCollision:0.jpg,86
PathID:30_FigureID:444_IsCollision:0.jpg,30
PathID:59_FigureID:92_IsCollision:0.jpg,59
PathID:44_FigureID:141_IsCollision:0.jpg,44
PathID:81_FigureID:284_IsCollision:0.jpg,81
PathID:73_FigureID:222_IsCollision:0.jpg,73
PathID:23_FigureID:481_IsCollision:0.jpg,23
PathID:12_FigureID:531_IsCollision:0.jpg,12
PathID:19_FigureID:775_IsCollision:0.jpg,19
PathID:31_FigureID:250_IsCollision:0.jpg,31
PathID:20_FigureID:124_IsCollision:0.jpg,20
PathID:20_FigureID:506_IsCollision:0.jpg,20
PathID:81_FigureID:968_IsCollision:0.jpg,81
PathID:65_FigureID:959_IsCollision:0.jpg,65
PathID:21_FigureID:114_IsCollision:0.jpg,21
PathID:75_FigureID:126_IsCollision:0.jpg,75
PathID:52_FigureID:949_IsCollision:0.jpg,52
PathID:46_FigureID:383_IsCollision:0.jpg,46
PathID:51_FigureID:224_IsCollision:0.jpg,51
PathID:82_FigureID:238_IsCollision:0.jpg,82
PathID:89_FigureID:336_IsCollision:0.jpg,89
PathID:6_FigureID:417_IsCollision:0.jpg,6
PathID:49_FigureID:199_IsCollision:0.jpg,49
PathID:49_FigureID:121_IsCollision:0.jpg,49
PathID:46_FigureID:430_IsCollision:0.jpg,46
PathID:52_FigureID:733_IsCollision:0.jpg,52
PathID:4_FigureID:1_IsCollision:0.jpg,4
PathID:79_FigureID:595_IsCollision:0.jpg,79
PathID:66_FigureID:902_IsCollision:0.jpg,66
PathID:43_FigureID:406_IsCollision:0.jpg,43
PathID:24_FigureID:362_IsCollision:0.jpg,24
PathID:56_FigureID:411_IsCollision:0.jpg,56
PathID:43_FigureID:541_IsCollision:0.jpg,43
PathID:45_FigureID:726_IsCollision:0.jpg,45
PathID:77_FigureID:324_IsCollision:0.jpg,77
PathID:45_FigureID:961_IsCollision:0.jpg,45
PathID:27_FigureID:396_IsCollision:0.jpg,27
PathID:34_FigureID:829_IsCollision:0.jpg,34
PathID:18_FigureID:565_IsCollision:0.jpg,18
PathID:74_FigureID:254_IsCollision:0.jpg,74
PathID:29_FigureID:125_IsCollision:0.jpg,29
PathID:26_FigureID:364_IsCollision:0.jpg,26
PathID:74_FigureID:766_IsCollision:0.jpg,74
PathID:59_FigureID:167_IsCollision:0.jpg,59
PathID:30_FigureID:226_IsCollision:0.jpg,30
PathID:52_FigureID:492_IsCollision:0.jpg,52
PathID:25_FigureID:582_IsCollision:0.jpg,25
PathID:64_FigureID:162_IsCollision:0.jpg,64
PathID:15_FigureID:587_IsCollision:0.jpg,15
PathID:85_FigureID:667_IsCollision:0.jpg,85
PathID:7_FigureID:11_IsCollision:0.jpg,7
PathID:85_FigureID:491_IsCollision:0.jpg,85
PathID:88_FigureID:804_IsCollision:0.jpg,88
PathID:81_FigureID:337_IsCollision:0.jpg,81
PathID:20_FigureID:182_IsCollision:0.jpg,20
PathID:81_FigureID:62_IsCollision:0.jpg,81
PathID:61_FigureID:199_IsCollision:0.jpg,61
PathID:28_FigureID:242_IsCollision:0.jpg,28
PathID:66_FigureID:697_IsCollision:0.jpg,66
PathID:59_FigureID:537_IsCollision:0.jpg,59
PathID:67_FigureID:490_IsCollision:0.jpg,67
PathID:35_FigureID:463_IsCollision:0.jpg,35
PathID:5_FigureID:231_IsCollision:0.jpg,5
PathID:36_FigureID:11_IsCollision:0.jpg,36
PathID:20_FigureID:944_IsCollision:0.jpg,20
PathID:56_FigureID:301_IsCollision:0.jpg,56
PathID:14_FigureID:42_IsCollision:0.jpg,14
PathID:46_FigureID:228_IsCollision:0.jpg,46
PathID:59_FigureID:702_IsCollision:0.jpg,59
PathID:74_FigureID:6_IsCollision:0.jpg,74
PathID:52_FigureID:358_IsCollision:0.jpg,52
PathID:24_FigureID:318_IsCollision:0.jpg,24
PathID:79_FigureID:355_IsCollision:0.jpg,79
PathID:58_FigureID:223_IsCollision:0.jpg,58
PathID:19_FigureID:825_IsCollision:0.jpg,19
PathID:77_FigureID:326_IsCollision:0.jpg,77
PathID:76_FigureID:972_IsCollision:0.jpg,76
PathID:82_FigureID:480_IsCollision:0.jpg,82
PathID:51_FigureID:32_IsCollision:0.jpg,51
PathID:4_FigureID:540_IsCollision:0.jpg,4
PathID:35_FigureID:14_IsCollision:0.jpg,35
PathID:61_FigureID:987_IsCollision:0.jpg,61
PathID:28_FigureID:671_IsCollision:0.jpg,28
PathID:73_FigureID:524_IsCollision:0.jpg,73
PathID:24_FigureID:371_IsCollision:0.jpg,24
PathID:84_FigureID:452_IsCollision:0.jpg,84
PathID:2_FigureID:188_IsCollision:0.jpg,2
PathID:40_FigureID:128_IsCollision:0.jpg,40
PathID:57_FigureID:107_IsCollision:0.jpg,57
PathID:88_FigureID:763_IsCollision:0.jpg,88
PathID:6_FigureID:603_IsCollision:0.jpg,6
PathID:71_FigureID:422_IsCollision:0.jpg,71
PathID:14_FigureID:917_IsCollision:0.jpg,14
PathID:35_FigureID:274_IsCollision:0.jpg,35
PathID:88_FigureID:548_IsCollision:0.jpg,88
PathID:0_FigureID:235_IsCollision:0.jpg,0
PathID:29_FigureID:400_IsCollision:0.jpg,29
PathID:71_FigureID:226_IsCollision:0.jpg,71
PathID:81_FigureID:70_IsCollision:0.jpg,81
PathID:75_FigureID:144_IsCollision:0.jpg,75
PathID:87_FigureID:909_IsCollision:0.jpg,87
PathID:30_FigureID:239_IsCollision:0.jpg,30
PathID:8_FigureID:316_IsCollision:0.jpg,8
PathID:43_FigureID:82_IsCollision:0.jpg,43
PathID:68_FigureID:19_IsCollision:0.jpg,68
PathID:28_FigureID:362_IsCollision:0.jpg,28
PathID:49_FigureID:648_IsCollision:0.jpg,49
PathID:63_FigureID:321_IsCollision:0.jpg,63
PathID:35_FigureID:760_IsCollision:0.jpg,35
PathID:24_FigureID:553_IsCollision:0.jpg,24
PathID:36_FigureID:695_IsCollision:0.jpg,36
PathID:41_FigureID:286_IsCollision:0.jpg,41
PathID:19_FigureID:160_IsCollision:0.jpg,19
PathID:39_FigureID:568_IsCollision:0.jpg,39
PathID:8_FigureID:415_IsCollision:0.jpg,8
PathID:86_FigureID:85_IsCollision:0.jpg,86
PathID:45_FigureID:522_IsCollision:0.jpg,45
PathID:5_FigureID:644_IsCollision:0.jpg,5
PathID:79_FigureID:400_IsCollision:0.jpg,79
PathID:62_FigureID:628_IsCollision:0.jpg,62
PathID:61_FigureID:659_IsCollision:0.jpg,61
PathID:20_FigureID:964_IsCollision:0.jpg,20
PathID:7_FigureID:817_IsCollision:0.jpg,7
PathID:80_FigureID:194_IsCollision:0.jpg,80
PathID:53_FigureID:667_IsCollision:0.jpg,53
PathID:40_FigureID:578_IsCollision:0.jpg,40
PathID:9_FigureID:96_IsCollision:0.jpg,9
PathID:60_FigureID:752_IsCollision:0.jpg,60
PathID:64_FigureID:691_IsCollision:0.jpg,64
PathID:72_FigureID:451_IsCollision:0.jpg,72
PathID:86_FigureID:310_IsCollision:0.jpg,86
PathID:75_FigureID:887_IsCollision:0.jpg,75
PathID:44_FigureID:869_IsCollision:0.jpg,44
PathID:51_FigureID:125_IsCollision:0.jpg,51
PathID:3_FigureID:284_IsCollision:0.jpg,3
PathID:5_FigureID:393_IsCollision:0.jpg,5
PathID:32_FigureID:857_IsCollision:0.jpg,32
PathID:28_FigureID:367_IsCollision:0.jpg,28
PathID:46_FigureID:594_IsCollision:0.jpg,46
PathID:84_FigureID:100_IsCollision:0.jpg,84
PathID:6_FigureID:318_IsCollision:0.jpg,6
PathID:51_FigureID:650_IsCollision:0.jpg,51
PathID:83_FigureID:412_IsCollision:0.jpg,83
PathID:59_FigureID:361_IsCollision:0.jpg,59
PathID:48_FigureID:266_IsCollision:0.jpg,48
PathID:79_FigureID:232_IsCollision:0.jpg,79
PathID:73_FigureID:484_IsCollision:0.jpg,73
PathID:3_FigureID:1_IsCollision:0.jpg,3
PathID:60_FigureID:873_IsCollision:0.jpg,60
PathID:34_FigureID:41_IsCollision:0.jpg,34
PathID:9_FigureID:759_IsCollision:0.jpg,9
PathID:49_FigureID:562_IsCollision:0.jpg,49
PathID:8_FigureID:250_IsCollision:0.jpg,8
PathID:65_FigureID:889_IsCollision:0.jpg,65
PathID:53_FigureID:939_IsCollision:0.jpg,53
PathID:73_FigureID:949_IsCollision:0.jpg,73
PathID:8_FigureID:725_IsCollision:0.jpg,8
PathID:72_FigureID:105_IsCollision:0.jpg,72
PathID:70_FigureID:45_IsCollision:0.jpg,70
PathID:29_FigureID:336_IsCollision:0.jpg,29
PathID:80_FigureID:228_IsCollision:0.jpg,80
PathID:54_FigureID:723_IsCollision:0.jpg,54
PathID:40_FigureID:62_IsCollision:0.jpg,40
PathID:65_FigureID:64_IsCollision:0.jpg,65
PathID:4_FigureID:913_IsCollision:0.jpg,4
PathID:50_FigureID:401_IsCollision:0.jpg,50
PathID:42_FigureID:593_IsCollision:0.jpg,42
PathID:68_FigureID:930_IsCollision:0.jpg,68
PathID:85_FigureID:106_IsCollision:0.jpg,85
PathID:71_FigureID:37_IsCollision:0.jpg,71
PathID:37_FigureID:148_IsCollision:0.jpg,37
PathID:78_FigureID:507_IsCollision:0.jpg,78
PathID:6_FigureID:213_IsCollision:0.jpg,6
PathID:52_FigureID:14_IsCollision:0.jpg,52
PathID:76_FigureID:975_IsCollision:0.jpg,76
PathID:69_FigureID:992_IsCollision:0.jpg,69
PathID:39_FigureID:578_IsCollision:0.jpg,39
PathID:77_FigureID:839_IsCollision:0.jpg,77
PathID:49_FigureID:112_IsCollision:0.jpg,49
PathID:64_FigureID:53_IsCollision:0.jpg,64
PathID:47_FigureID:550_IsCollision:0.jpg,47
PathID:4_FigureID:195_IsCollision:0.jpg,4
PathID:48_FigureID:472_IsCollision:0.jpg,48
PathID:34_FigureID:741_IsCollision:0.jpg,34
PathID:86_FigureID:478_IsCollision:0.jpg,86
PathID:70_FigureID:413_IsCollision:0.jpg,70
PathID:56_FigureID:914_IsCollision:0.jpg,56
PathID:80_FigureID:225_IsCollision:0.jpg,80
PathID:81_FigureID:367_IsCollision:0.jpg,81
PathID:82_FigureID:18_IsCollision:0.jpg,82
PathID:20_FigureID:395_IsCollision:0.jpg,20
PathID:0_FigureID:525_IsCollision:0.jpg,0
PathID:83_FigureID:677_IsCollision:0.jpg,83
PathID:24_FigureID:170_IsCollision:0.jpg,24
PathID:44_FigureID:486_IsCollision:0.jpg,44
PathID:5_FigureID:748_IsCollision:0.jpg,5
PathID:75_FigureID:960_IsCollision:0.jpg,75
PathID:41_FigureID:102_IsCollision:0.jpg,41
PathID:56_FigureID:385_IsCollision:0.jpg,56
PathID:89_FigureID:30_IsCollision:0.jpg,89
PathID:62_FigureID:818_IsCollision:0.jpg,62
PathID:66_FigureID:82_IsCollision:0.jpg,66
PathID:25_FigureID:304_IsCollision:0.jpg,25
PathID:82_FigureID:311_IsCollision:0.jpg,82
PathID:57_FigureID:436_IsCollision:0.jpg,57
PathID:88_FigureID:24_IsCollision:0.jpg,88
PathID:79_FigureID:333_IsCollision:0.jpg,79
PathID:73_FigureID:60_IsCollision:0.jpg,73
PathID:48_FigureID:784_IsCollision:0.jpg,48
PathID:27_FigureID:608_IsCollision:0.jpg,27
PathID:67_FigureID:951_IsCollision:0.jpg,67
PathID:37_FigureID:500_IsCollision:0.jpg,37
PathID:39_FigureID:302_IsCollision:0.jpg,39
PathID:50_FigureID:159_IsCollision:0.jpg,50
PathID:61_FigureID:718_IsCollision:0.jpg,61
PathID:13_FigureID:306_IsCollision:0.jpg,13
PathID:54_FigureID:819_IsCollision:0.jpg,54
PathID:67_FigureID:669_IsCollision:0.jpg,67
PathID:74_FigureID:564_IsCollision:0.jpg,74
PathID:45_FigureID:655_IsCollision:0.jpg,45
PathID:38_FigureID:658_IsCollision:0.jpg,38
PathID:69_FigureID:762_IsCollision:0.jpg,69
PathID:6_FigureID:425_IsCollision:0.jpg,6
PathID:54_FigureID:575_IsCollision:0.jpg,54
PathID:2_FigureID:276_IsCollision:0.jpg,2
PathID:84_FigureID:671_IsCollision:0.jpg,84
PathID:63_FigureID:397_IsCollision:0.jpg,63
PathID:89_FigureID:902_IsCollision:0.jpg,89
PathID:82_FigureID:46_IsCollision:0.jpg,82
PathID:46_FigureID:644_IsCollision:0.jpg,46
PathID:32_FigureID:980_IsCollision:0.jpg,32
PathID:77_FigureID:878_IsCollision:0.jpg,77
PathID:3_FigureID:256_IsCollision:0.jpg,3
PathID:37_FigureID:242_IsCollision:0.jpg,37
PathID:9_FigureID:637_IsCollision:0.jpg,9
PathID:26_FigureID:757_IsCollision:0.jpg,26
PathID:9_FigureID:508_IsCollision:0.jpg,9
PathID:21_FigureID:8_IsCollision:0.jpg,21
PathID:76_FigureID:820_IsCollision:0.jpg,76
PathID:77_FigureID:113_IsCollision:0.jpg,77
PathID:39_FigureID:152_IsCollision:0.jpg,39
